<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
FPT,D,20080403,000000,5070.0000,5070.0000,5070.0000,5070.0000,7660,0
FPT,D,20080404,000000,5100.0000,5100.0000,5100.0000,5100.0000,19260,0
FPT,D,20080407,000000,5180.0000,5180.0000,5180.0000,5180.0000,44420,0
FPT,D,20080408,000000,5250.0000,5250.0000,5100.0000,5120.0000,658080,0
FPT,D,20080409,000000,5050.0000,5070.0000,5050.0000,5070.0000,441500,0
FPT,D,20080410,000000,4990.0000,4990.0000,4990.0000,4990.0000,100200,0
FPT,D,20080411,000000,4920.0000,4920.0000,4920.0000,4920.0000,5550,0
FPT,D,20080416,000000,4840.0000,4840.0000,4840.0000,4840.0000,89940,0
FPT,D,20080417,000000,4760.0000,4920.0000,4760.0000,4890.0000,502070,0
FPT,D,20080418,000000,4920.0000,4920.0000,4810.0000,4810.0000,254560,0
FPT,D,20080421,000000,4760.0000,4790.0000,4730.0000,4730.0000,234320,0
FPT,D,20080422,000000,4650.0000,4650.0000,4650.0000,4650.0000,28530,0
FPT,D,20080423,000000,4580.0000,4580.0000,4580.0000,4580.0000,8870,0
FPT,D,20080424,000000,4500.0000,4500.0000,4500.0000,4500.0000,53300,0
FPT,D,20080425,000000,4420.0000,4420.0000,4420.0000,4420.0000,43420,0
FPT,D,20080428,000000,4340.0000,4420.0000,4340.0000,4340.0000,458890,0
FPT,D,20080429,000000,4260.0000,4310.0000,4260.0000,4260.0000,335710,0
FPT,D,20080505,000000,4180.0000,4180.0000,4180.0000,4180.0000,123490,0
FPT,D,20080506,000000,4100.0000,4100.0000,4100.0000,4100.0000,69790,0
FPT,D,20080507,000000,4020.0000,4020.0000,4020.0000,4020.0000,82390,0
FPT,D,20080508,000000,3940.0000,3940.0000,3940.0000,3940.0000,8670,0
FPT,D,20080509,000000,3870.0000,3870.0000,3870.0000,3870.0000,31710,0
FPT,D,20080512,000000,3810.0000,3810.0000,3810.0000,3810.0000,45450,0
FPT,D,20080513,000000,3760.0000,3760.0000,3760.0000,3760.0000,8790,0
FPT,D,20080514,000000,3710.0000,3710.0000,3710.0000,3710.0000,8580,0
FPT,D,20080515,000000,3660.0000,3660.0000,3660.0000,3660.0000,7980,0
FPT,D,20080516,000000,3600.0000,3600.0000,3600.0000,3600.0000,29920,0
FPT,D,20080519,000000,3550.0000,3550.0000,3550.0000,3550.0000,73740,0
FPT,D,20080520,000000,3500.0000,3500.0000,3500.0000,3500.0000,13570,0
FPT,D,20080521,000000,3450.0000,3450.0000,3450.0000,3450.0000,91850,0
FPT,D,20080522,000000,3390.0000,3390.0000,3390.0000,3390.0000,3320,0
FPT,D,20080523,000000,3340.0000,3340.0000,3340.0000,3340.0000,42540,0
FPT,D,20080526,000000,3290.0000,3290.0000,3290.0000,3290.0000,8560,0
FPT,D,20080530,000000,3230.0000,3230.0000,3230.0000,3230.0000,20370,0
FPT,D,20080602,000000,3180.0000,3180.0000,3180.0000,3180.0000,7300,0
FPT,D,20080603,000000,3130.0000,3130.0000,3130.0000,3130.0000,10280,0
FPT,D,20080604,000000,3080.0000,3080.0000,3080.0000,3080.0000,3870,0
FPT,D,20080605,000000,3020.0000,3020.0000,3020.0000,3020.0000,2430,0
FPT,D,20080606,000000,2970.0000,2970.0000,2970.0000,2970.0000,6460,0
FPT,D,20080609,000000,2920.0000,2920.0000,2920.0000,2920.0000,22830,0
FPT,D,20080610,000000,2870.0000,2870.0000,2870.0000,2870.0000,5040,0
FPT,D,20080611,000000,2810.0000,2810.0000,2810.0000,2810.0000,12340,0
FPT,D,20080612,000000,2760.0000,2760.0000,2760.0000,2760.0000,195590,0
FPT,D,20080613,000000,2710.0000,2710.0000,2710.0000,2710.0000,409120,0
FPT,D,20080616,000000,2660.0000,2760.0000,2660.0000,2760.0000,639380,0
FPT,D,20080617,000000,2810.0000,2810.0000,2810.0000,2810.0000,202910,0
FPT,D,20080618,000000,2840.0000,2840.0000,2760.0000,2760.0000,645410,0
FPT,D,20080619,000000,2680.0000,2680.0000,2680.0000,2680.0000,85410,0
FPT,D,20080620,000000,2600.0000,2600.0000,2600.0000,2600.0000,96710,0
FPT,D,20080623,000000,2530.0000,2590.0000,2530.0000,2530.0000,409550,0
FPT,D,20080624,000000,2460.0000,2600.0000,2460.0000,2600.0000,264130,0
FPT,D,20080625,000000,2660.0000,2660.0000,2630.0000,2660.0000,282020,0
FPT,D,20080626,000000,2730.0000,2730.0000,2580.0000,2600.0000,171900,0
FPT,D,20080627,000000,2530.0000,2630.0000,2530.0000,2630.0000,147910,0
FPT,D,20080630,000000,2550.0000,2630.0000,2550.0000,2630.0000,266050,0
FPT,D,20080701,000000,2710.0000,2710.0000,2680.0000,2710.0000,154180,0
FPT,D,20080702,000000,2790.0000,2790.0000,2710.0000,2790.0000,422440,0
FPT,D,20080703,000000,2870.0000,2870.0000,2870.0000,2870.0000,41650,0
FPT,D,20080704,000000,2950.0000,2950.0000,2950.0000,2950.0000,114780,0
FPT,D,20080707,000000,3020.0000,3020.0000,2870.0000,2870.0000,638990,0
FPT,D,20080708,000000,2790.0000,2950.0000,2790.0000,2950.0000,306680,0
FPT,D,20080709,000000,3020.0000,3020.0000,2970.0000,3020.0000,321480,0
FPT,D,20080710,000000,3100.0000,3100.0000,3100.0000,3100.0000,174910,0
FPT,D,20080711,000000,3180.0000,3180.0000,3180.0000,3180.0000,165300,0
FPT,D,20080714,000000,3260.0000,3260.0000,3260.0000,3260.0000,102180,0
FPT,D,20080715,000000,3340.0000,3340.0000,3340.0000,3340.0000,41500,0
FPT,D,20080716,000000,3420.0000,3420.0000,3260.0000,3420.0000,723350,0
FPT,D,20080717,000000,3500.0000,3500.0000,3500.0000,3500.0000,93730,0
FPT,D,20080718,000000,3580.0000,3580.0000,3580.0000,3580.0000,631860,0
FPT,D,20080721,000000,3470.0000,3520.0000,3470.0000,3470.0000,713850,0
FPT,D,20080722,000000,3390.0000,3390.0000,3390.0000,3390.0000,165620,0
FPT,D,20080723,000000,3310.0000,3310.0000,3310.0000,3310.0000,118350,0
FPT,D,20080724,000000,3310.0000,3390.0000,3230.0000,3230.0000,1124720,0
FPT,D,20080725,000000,3210.0000,3260.0000,3160.0000,3260.0000,90860,0
FPT,D,20080728,000000,3340.0000,3340.0000,3340.0000,3340.0000,26620,0
FPT,D,20080729,000000,3420.0000,3420.0000,3420.0000,3420.0000,72740,0
FPT,D,20080730,000000,3500.0000,3500.0000,3370.0000,3500.0000,610540,0
FPT,D,20080731,000000,3470.0000,3580.0000,3450.0000,3580.0000,595720,0
FPT,D,20080801,000000,3690.0000,3690.0000,3610.0000,3690.0000,272140,0
FPT,D,20080804,000000,3580.0000,3690.0000,3580.0000,3580.0000,461730,0
FPT,D,20080805,000000,3470.0000,3470.0000,3470.0000,3470.0000,216280,0
FPT,D,20080806,000000,3550.0000,3550.0000,3550.0000,3550.0000,280690,0
FPT,D,20080807,000000,3640.0000,3640.0000,3550.0000,3640.0000,283230,0
FPT,D,20080808,000000,3740.0000,3740.0000,3640.0000,3740.0000,600830,0
FPT,D,20080811,000000,3850.0000,3850.0000,3850.0000,3850.0000,18350,0
FPT,D,20080812,000000,3960.0000,3960.0000,3960.0000,3960.0000,118650,0
FPT,D,20080813,000000,4060.0000,4060.0000,4060.0000,4060.0000,201080,0
FPT,D,20080814,000000,4170.0000,4170.0000,4170.0000,4170.0000,16200,0
FPT,D,20080815,000000,4280.0000,4280.0000,4280.0000,4280.0000,16710,0
FPT,D,20080818,000000,4490.0000,4490.0000,4490.0000,4490.0000,362720,0
FPT,D,20080819,000000,4700.0000,4700.0000,4700.0000,4700.0000,142630,0
FPT,D,20080820,000000,4920.0000,4920.0000,4920.0000,4920.0000,871030,0
FPT,D,20080821,000000,5160.0000,5160.0000,5160.0000,5160.0000,184050,0
FPT,D,20080822,000000,5400.0000,5400.0000,5400.0000,5400.0000,87220,0
FPT,D,20080825,000000,5670.0000,5670.0000,5670.0000,5670.0000,28110,0
FPT,D,20080826,000000,5930.0000,5930.0000,5930.0000,5930.0000,11570,0
FPT,D,20080827,000000,6200.0000,6200.0000,6200.0000,6200.0000,23810,0
FPT,D,20080828,000000,6470.0000,6470.0000,6200.0000,6470.0000,1968360,0
FPT,D,20080829,000000,6470.0000,6740.0000,6150.0000,6470.0000,844880,0
FPT,D,20080903,000000,6790.0000,6790.0000,6790.0000,6790.0000,251680,0
FPT,D,20080904,000000,7110.0000,7110.0000,6790.0000,7110.0000,788590,0
FPT,D,20080905,000000,7320.0000,7320.0000,6790.0000,6790.0000,581910,0
FPT,D,20080908,000000,6470.0000,6470.0000,6470.0000,6470.0000,91770,0
FPT,D,20080909,000000,6150.0000,6580.0000,6150.0000,6150.0000,550610,0
FPT,D,20080910,000000,5880.0000,5880.0000,5880.0000,5880.0000,245500,0
FPT,D,20080911,000000,5610.0000,5610.0000,5610.0000,5610.0000,125420,0
FPT,D,20080912,000000,5350.0000,5350.0000,5350.0000,5350.0000,99390,0
FPT,D,20080915,000000,5080.0000,5610.0000,5080.0000,5110.0000,845560,0
FPT,D,20080916,000000,4890.0000,4920.0000,4860.0000,4860.0000,338380,0
FPT,D,20080917,000000,4620.0000,4620.0000,4620.0000,4620.0000,50390,0
FPT,D,20080918,000000,4410.0000,4410.0000,4410.0000,4410.0000,124600,0
FPT,D,20080919,000000,4620.0000,4620.0000,4600.0000,4620.0000,717290,0
FPT,D,20080922,000000,4840.0000,4840.0000,4840.0000,4840.0000,326690,0
FPT,D,20080923,000000,4860.0000,5080.0000,4650.0000,5030.0000,1258580,0
FPT,D,20080924,000000,5030.0000,5030.0000,4840.0000,4840.0000,278850,0
FPT,D,20080925,000000,4970.0000,5080.0000,4890.0000,5080.0000,482610,0
FPT,D,20080926,000000,5320.0000,5320.0000,5080.0000,5320.0000,545710,0
FPT,D,20080929,000000,5110.0000,5350.0000,5110.0000,5130.0000,252860,0
FPT,D,20080930,000000,4890.0000,4890.0000,4890.0000,4890.0000,15530,0
FPT,D,20081001,000000,5030.0000,5080.0000,4730.0000,4970.0000,417070,0
FPT,D,20081002,000000,5190.0000,5190.0000,4920.0000,5080.0000,250480,0
FPT,D,20081003,000000,4920.0000,5000.0000,4890.0000,4890.0000,212730,0
FPT,D,20081006,000000,4680.0000,4700.0000,4650.0000,4650.0000,385060,0
FPT,D,20081007,000000,4440.0000,4440.0000,4440.0000,4440.0000,138250,0
FPT,D,20081008,000000,4220.0000,4220.0000,4220.0000,4220.0000,181880,0
FPT,D,20081009,000000,4040.0000,4250.0000,4040.0000,4040.0000,808160,0
FPT,D,20081010,000000,3850.0000,3850.0000,3850.0000,3850.0000,221730,0
FPT,D,20081013,000000,3850.0000,3960.0000,3660.0000,3660.0000,445480,0
FPT,D,20081014,000000,3820.0000,3820.0000,3820.0000,3820.0000,22650,0
FPT,D,20081015,000000,4010.0000,4010.0000,3850.0000,4010.0000,620510,0
FPT,D,20081016,000000,3880.0000,4200.0000,3880.0000,4060.0000,453100,0
FPT,D,20081017,000000,4250.0000,4250.0000,4120.0000,4170.0000,380430,0
FPT,D,20081020,000000,4170.0000,4170.0000,3980.0000,3980.0000,193520,0
FPT,D,20081021,000000,4170.0000,4170.0000,3980.0000,4170.0000,413160,0
FPT,D,20081022,000000,4010.0000,4120.0000,4010.0000,4090.0000,175620,0
FPT,D,20081023,000000,3900.0000,3980.0000,3900.0000,3900.0000,423180,0
FPT,D,20081024,000000,3770.0000,3800.0000,3720.0000,3720.0000,398060,0
FPT,D,20081027,000000,3550.0000,3550.0000,3550.0000,3550.0000,390520,0
FPT,D,20081028,000000,3390.0000,3640.0000,3390.0000,3470.0000,467380,0
FPT,D,20081029,000000,3640.0000,3640.0000,3580.0000,3640.0000,425290,0
FPT,D,20081030,000000,3740.0000,3800.0000,3640.0000,3800.0000,275860,0
FPT,D,20081031,000000,3980.0000,3980.0000,3980.0000,3980.0000,214790,0
FPT,D,20081103,000000,4170.0000,4170.0000,3980.0000,4170.0000,720560,0
FPT,D,20081104,000000,4170.0000,4360.0000,4170.0000,4360.0000,516940,0
FPT,D,20081105,000000,4570.0000,4570.0000,4570.0000,4570.0000,160580,0
FPT,D,20081106,000000,4540.0000,4780.0000,4440.0000,4760.0000,1300900,0
FPT,D,20081107,000000,4980.0000,4980.0000,4810.0000,4980.0000,1095780,0
FPT,D,20081110,000000,5220.0000,5220.0000,5140.0000,5220.0000,435320,0
FPT,D,20081111,000000,5060.0000,5140.0000,4980.0000,4980.0000,536910,0
FPT,D,20081112,000000,4730.0000,4730.0000,4730.0000,4730.0000,246800,0
FPT,D,20081113,000000,4530.0000,4810.0000,4530.0000,4690.0000,865170,0
FPT,D,20081114,000000,4900.0000,4900.0000,4770.0000,4900.0000,597610,0
FPT,D,20081117,000000,4810.0000,4900.0000,4730.0000,4730.0000,217640,0
FPT,D,20081118,000000,4650.0000,4690.0000,4570.0000,4610.0000,198890,0
FPT,D,20081119,000000,4610.0000,4690.0000,4490.0000,4490.0000,336540,0
FPT,D,20081120,000000,4280.0000,4370.0000,4280.0000,4280.0000,475410,0
FPT,D,20081121,000000,4070.0000,4330.0000,4070.0000,4120.0000,614730,0
FPT,D,20081124,000000,4330.0000,4330.0000,4240.0000,4280.0000,381600,0
FPT,D,20081125,000000,4370.0000,4490.0000,4330.0000,4370.0000,388490,0
FPT,D,20081126,000000,4370.0000,4410.0000,4160.0000,4160.0000,579240,0
FPT,D,20081127,000000,4160.0000,4160.0000,3960.0000,3960.0000,692510,0
FPT,D,20081128,000000,4120.0000,4120.0000,4080.0000,4120.0000,339130,0
FPT,D,20081201,000000,4330.0000,4330.0000,4080.0000,4280.0000,427260,0
FPT,D,20081202,000000,4160.0000,4200.0000,4080.0000,4080.0000,352240,0
FPT,D,20081203,000000,4120.0000,4160.0000,4000.0000,4120.0000,242200,0
FPT,D,20081204,000000,4120.0000,4200.0000,4080.0000,4120.0000,324230,0
FPT,D,20081205,000000,4080.0000,4080.0000,3940.0000,3990.0000,268230,0
FPT,D,20081208,000000,3840.0000,3840.0000,3790.0000,3790.0000,365030,0
FPT,D,20081209,000000,3840.0000,3980.0000,3790.0000,3970.0000,365650,0
FPT,D,20081210,000000,3850.0000,3910.0000,3850.0000,3860.0000,207280,0
FPT,D,20081211,000000,3790.0000,3960.0000,3790.0000,3930.0000,181410,0
FPT,D,20081212,000000,4080.0000,4120.0000,4080.0000,4120.0000,426360,0
FPT,D,20081215,000000,4330.0000,4330.0000,4200.0000,4330.0000,416920,0
FPT,D,20081216,000000,4280.0000,4280.0000,4120.0000,4120.0000,493380,0
FPT,D,20081217,000000,4120.0000,4330.0000,4080.0000,4280.0000,398150,0
FPT,D,20081218,000000,4240.0000,4370.0000,4160.0000,4280.0000,214270,0
FPT,D,20081219,000000,4200.0000,4330.0000,4200.0000,4280.0000,373670,0
FPT,D,20081222,000000,4330.0000,4370.0000,4200.0000,4200.0000,230890,0
FPT,D,20081223,000000,4040.0000,4080.0000,4030.0000,4050.0000,302340,0
FPT,D,20081224,000000,3920.0000,4020.0000,3920.0000,4000.0000,85550,0
FPT,D,20081225,000000,4000.0000,4040.0000,4000.0000,4000.0000,163130,0
FPT,D,20081226,000000,3960.0000,4040.0000,3960.0000,3970.0000,249810,0
FPT,D,20081229,000000,3960.0000,4040.0000,3960.0000,3970.0000,199210,0
FPT,D,20081230,000000,3970.0000,4160.0000,3970.0000,4120.0000,460650,0
FPT,D,20081231,000000,4200.0000,4240.0000,4080.0000,4080.0000,396080,0
FPT,D,20090102,000000,4080.0000,4080.0000,4060.0000,4080.0000,47170,0
FPT,D,20090105,000000,4080.0000,4080.0000,4010.0000,4080.0000,163060,0
FPT,D,20090106,000000,4080.0000,4200.0000,4080.0000,4200.0000,260030,0
FPT,D,20090107,000000,4280.0000,4410.0000,4280.0000,4330.0000,764810,0
FPT,D,20090108,000000,4200.0000,4330.0000,4160.0000,4200.0000,393810,0
FPT,D,20090109,000000,4160.0000,4240.0000,4120.0000,4120.0000,218970,0
FPT,D,20090112,000000,4120.0000,4160.0000,4080.0000,4120.0000,115600,0
FPT,D,20090113,000000,4080.0000,4120.0000,4060.0000,4070.0000,247860,0
FPT,D,20090114,000000,4120.0000,4200.0000,4060.0000,4160.0000,302370,0
FPT,D,20090115,000000,4080.0000,4120.0000,4080.0000,4080.0000,249240,0
FPT,D,20090116,000000,4160.0000,4160.0000,4080.0000,4120.0000,188470,0
FPT,D,20090119,000000,4120.0000,4120.0000,4080.0000,4120.0000,155140,0
FPT,D,20090120,000000,4080.0000,4080.0000,4060.0000,4070.0000,224930,0
FPT,D,20090121,000000,4060.0000,4080.0000,4060.0000,4060.0000,135320,0
FPT,D,20090122,000000,4040.0000,4120.0000,4040.0000,4120.0000,151060,0
FPT,D,20090123,000000,4080.0000,4160.0000,4080.0000,4120.0000,98740,0
FPT,D,20090202,000000,4070.0000,4080.0000,3960.0000,3960.0000,234860,0
FPT,D,20090203,000000,3840.0000,3850.0000,3800.0000,3800.0000,356020,0
FPT,D,20090204,000000,3810.0000,3910.0000,3800.0000,3880.0000,202740,0
FPT,D,20090205,000000,3880.0000,3880.0000,3780.0000,3790.0000,212960,0
FPT,D,20090206,000000,3840.0000,3880.0000,3790.0000,3880.0000,133360,0
FPT,D,20090209,000000,3880.0000,4020.0000,3880.0000,4020.0000,147690,0
FPT,D,20090210,000000,3880.0000,3970.0000,3880.0000,3920.0000,100540,0
FPT,D,20090211,000000,3860.0000,3860.0000,3840.0000,3840.0000,327510,0
FPT,D,20090212,000000,3840.0000,3870.0000,3810.0000,3840.0000,225260,0
FPT,D,20090213,000000,3800.0000,3820.0000,3790.0000,3800.0000,168870,0
FPT,D,20090216,000000,3800.0000,3800.0000,3700.0000,3700.0000,357040,0
FPT,D,20090217,000000,3550.0000,3660.0000,3520.0000,3520.0000,426570,0
FPT,D,20090218,000000,3350.0000,3430.0000,3350.0000,3430.0000,471730,0
FPT,D,20090219,000000,3510.0000,3520.0000,3430.0000,3430.0000,309740,0
FPT,D,20090220,000000,3390.0000,3430.0000,3350.0000,3390.0000,141830,0
FPT,D,20090223,000000,3260.0000,3310.0000,3230.0000,3230.0000,285480,0
FPT,D,20090224,000000,3080.0000,3080.0000,3080.0000,3080.0000,277110,0
FPT,D,20090225,000000,3220.0000,3220.0000,3180.0000,3220.0000,242810,0
FPT,D,20090226,000000,3220.0000,3350.0000,3100.0000,3350.0000,438790,0
FPT,D,20090227,000000,3260.0000,3500.0000,3260.0000,3500.0000,337150,0
FPT,D,20090302,000000,3390.0000,3580.0000,3390.0000,3560.0000,242220,0
FPT,D,20090303,000000,3390.0000,3440.0000,3390.0000,3390.0000,236910,0
FPT,D,20090304,000000,3390.0000,3430.0000,3350.0000,3420.0000,181120,0
FPT,D,20090305,000000,3550.0000,3550.0000,3440.0000,3510.0000,270690,0
FPT,D,20090306,000000,3430.0000,3530.0000,3430.0000,3530.0000,199000,0
FPT,D,20090309,000000,3530.0000,3630.0000,3520.0000,3600.0000,426240,0
FPT,D,20090310,000000,3600.0000,3680.0000,3560.0000,3620.0000,498320,0
FPT,D,20090311,000000,3750.0000,3750.0000,3630.0000,3670.0000,445460,0
FPT,D,20090312,000000,3590.0000,3620.0000,3510.0000,3540.0000,239390,0
FPT,D,20090313,000000,3570.0000,3570.0000,3530.0000,3540.0000,235750,0
FPT,D,20090316,000000,3580.0000,3590.0000,3540.0000,3590.0000,230700,0
FPT,D,20090317,000000,3660.0000,3770.0000,3660.0000,3720.0000,431840,0
FPT,D,20090318,000000,3880.0000,3900.0000,3840.0000,3900.0000,908830,0
FPT,D,20090319,000000,3900.0000,3970.0000,3710.0000,3710.0000,682980,0
FPT,D,20090320,000000,3710.0000,3840.0000,3630.0000,3710.0000,264540,0
FPT,D,20090323,000000,3730.0000,3730.0000,3570.0000,3590.0000,300350,0
FPT,D,20090324,000000,3770.0000,3770.0000,3750.0000,3770.0000,240360,0
FPT,D,20090325,000000,3750.0000,3960.0000,3750.0000,3950.0000,962740,0
FPT,D,20090326,000000,4060.0000,4080.0000,3980.0000,4070.0000,838490,0
FPT,D,20090327,000000,4120.0000,4120.0000,3920.0000,3920.0000,822640,0
FPT,D,20090330,000000,3770.0000,3870.0000,3730.0000,3730.0000,1024320,0
FPT,D,20090331,000000,3610.0000,3670.0000,3600.0000,3660.0000,828860,0
FPT,D,20090401,000000,3820.0000,3840.0000,3750.0000,3840.0000,330150,0
FPT,D,20090402,000000,4030.0000,4030.0000,3980.0000,4030.0000,1114300,0
FPT,D,20090403,000000,4200.0000,4200.0000,4200.0000,4200.0000,901030,0
FPT,D,20090407,000000,4200.0000,4410.0000,4160.0000,4410.0000,1553610,0
FPT,D,20090408,000000,4370.0000,4610.0000,4200.0000,4240.0000,1548930,0
FPT,D,20090409,000000,4200.0000,4370.0000,4160.0000,4240.0000,1017260,0
FPT,D,20090410,000000,4450.0000,4450.0000,4450.0000,4450.0000,249850,0
FPT,D,20090413,000000,4650.0000,4650.0000,4650.0000,4650.0000,104360,0
FPT,D,20090414,000000,4810.0000,4860.0000,4650.0000,4860.0000,1910600,0
FPT,D,20090415,000000,4730.0000,4940.0000,4650.0000,4690.0000,1697840,0
FPT,D,20090416,000000,4810.0000,4810.0000,4650.0000,4730.0000,1140090,0
FPT,D,20090417,000000,4650.0000,4690.0000,4530.0000,4530.0000,1087860,0
FPT,D,20090420,000000,4330.0000,4330.0000,4330.0000,4330.0000,402140,0
FPT,D,20090421,000000,4120.0000,4240.0000,4120.0000,4200.0000,1818020,0
FPT,D,20090422,000000,4410.0000,4410.0000,4240.0000,4410.0000,967250,0
FPT,D,20090423,000000,4450.0000,4570.0000,4370.0000,4370.0000,785730,0
FPT,D,20090424,000000,4370.0000,4410.0000,4240.0000,4410.0000,627090,0
FPT,D,20090427,000000,4530.0000,4570.0000,4410.0000,4490.0000,742370,0
FPT,D,20090428,000000,4490.0000,4570.0000,4450.0000,4490.0000,507210,0
FPT,D,20090429,000000,4530.0000,4530.0000,4450.0000,4530.0000,563360,0
FPT,D,20090504,000000,4730.0000,4730.0000,4730.0000,4730.0000,223130,0
FPT,D,20090505,000000,4940.0000,4940.0000,4940.0000,4940.0000,227170,0
FPT,D,20090506,000000,5020.0000,5180.0000,4940.0000,4940.0000,2626470,0
FPT,D,20090507,000000,5180.0000,5180.0000,5140.0000,5180.0000,1002450,0
FPT,D,20090508,000000,5300.0000,5430.0000,5180.0000,5220.0000,1373780,0
FPT,D,20090511,000000,5350.0000,5430.0000,5220.0000,5390.0000,1265940,0
FPT,D,20090512,000000,5390.0000,5550.0000,5260.0000,5550.0000,829880,0
FPT,D,20090513,000000,5430.0000,5550.0000,5300.0000,5300.0000,1640250,0
FPT,D,20090514,000000,5100.0000,5260.0000,5060.0000,5180.0000,1708940,0
FPT,D,20090515,000000,5350.0000,5430.0000,5260.0000,5430.0000,827290,0
FPT,D,20090518,000000,5390.0000,5550.0000,5350.0000,5430.0000,605550,0
FPT,D,20090519,000000,5550.0000,5550.0000,5430.0000,5470.0000,1014690,0
FPT,D,20090520,000000,5430.0000,5510.0000,5390.0000,5470.0000,1395570,0
FPT,D,20090521,000000,5350.0000,5470.0000,5350.0000,5350.0000,774240,0
FPT,D,20090522,000000,5140.0000,5300.0000,5140.0000,5180.0000,738560,0
FPT,D,20090525,000000,5220.0000,5430.0000,5220.0000,5430.0000,717520,0
FPT,D,20090526,000000,5510.0000,5590.0000,5430.0000,5470.0000,741030,0
FPT,D,20090527,000000,5550.0000,5550.0000,5300.0000,5470.0000,658030,0
FPT,D,20090528,000000,5430.0000,5470.0000,5300.0000,5390.0000,613980,0
FPT,D,20090529,000000,5430.0000,5430.0000,5260.0000,5390.0000,562790,0
FPT,D,20090601,000000,5430.0000,5590.0000,5430.0000,5590.0000,784740,0
FPT,D,20090602,000000,5830.0000,5830.0000,5710.0000,5710.0000,1099910,0
FPT,D,20090603,000000,5710.0000,5790.0000,5670.0000,5710.0000,626920,0
FPT,D,20090604,000000,5800.0000,5920.0000,5710.0000,5840.0000,642540,0
FPT,D,20090605,000000,6130.0000,6130.0000,6040.0000,6130.0000,769620,0
FPT,D,20090608,000000,6420.0000,6420.0000,6420.0000,6420.0000,319760,0
FPT,D,20090609,000000,6290.0000,6500.0000,6290.0000,6370.0000,758270,0
FPT,D,20090610,000000,6130.0000,6170.0000,6090.0000,6090.0000,1249380,0
FPT,D,20090611,000000,6090.0000,6210.0000,6040.0000,6090.0000,1109720,0
FPT,D,20090612,000000,6170.0000,6170.0000,5840.0000,5840.0000,1008960,0
FPT,D,20090615,000000,5630.0000,5800.0000,5550.0000,5630.0000,978250,0
FPT,D,20090616,000000,5380.0000,5510.0000,5380.0000,5420.0000,1319490,0
FPT,D,20090617,000000,5420.0000,5670.0000,5420.0000,5670.0000,947180,0
FPT,D,20090618,000000,5920.0000,5920.0000,5920.0000,5920.0000,157690,0
FPT,D,20090619,000000,6210.0000,6210.0000,6090.0000,6210.0000,1487800,0
